0,150000;-57,551035
0,160000;-51,200714
0,170000;-45,677816
0,180000;-40,848449
0,190000;-36,605413
0,200000;-32,861645
0,210000;-29,546051
0,220000;-26,599910
0,230000;-23,974148
0,240000;-21,627775
0,250000;-19,526016
0,260000;-17,639337
0,270000;-15,942544
0,280000;-14,413884
0,290000;-13,034663
0,300000;-11,788576
0,310000;-10,661446
0,320000;-9,640856
0,330000;-8,715937
0,340000;-7,877073
0,350000;-7,115777
0,360000;-6,424516
0,370000;-5,796619
0,380000;-5,226107
0,390000;-4,707648
0,400000;-4,236467
0,410000;-3,808267
0,420000;-3,419201
0,430000;-3,065781
0,440000;-2,744863
0,450000;-2,453601
0,460000;-2,189417
0,470000;-1,949969
0,480000;-1,733123
0,490000;-1,536946
0,500000;-1,359665
0,510000;-1,199665
0,520000;-1,055469
0,530000;-0,925725
0,540000;-0,809194
0,550000;-0,704738
0,560000;-0,611315
0,570000;-0,527963
0,580000;-0,453801
0,590000;-0,388015
0,600000;-0,329855
0,610000;-0,278631
0,620000;-0,233703
0,630000;-0,194484
0,640000;-0,160427
0,650000;-0,131030
0,660000;-0,105826
0,670000;-0,084384
0,680000;-0,066303
0,690000;-0,051213
0,700000;-0,038771
0,710000;-0,028659
0,720000;-0,020580
0,730000;-0,014261
0,740000;-0,009446
0,750000;-0,005900
0,760000;-0,003403
0,770000;-0,001751
0,780000;-0,000754
0,790000;-0,000237
0,800000;-0,000036
0,810000;-0,000000
0,820000;0,000013
0,830000;0,000133
0,840000;0,000483
0,850000;0,001174
0,860000;0,002313
0,870000;0,003996
0,880000;0,006313
0,890000;0,009348
0,900000;0,013178
0,910000;0,017876
0,920000;0,023507
0,930000;0,030133
0,940000;0,037810
0,950000;0,046591
0,960000;0,056525
0,970000;0,067655
0,980000;0,080022
0,990000;0,093664
1,000000;0,108614
1,010000;0,124906
1,020000;0,142566
1,030000;0,161622
1,040000;0,182096
1,050000;0,204010
1,060000;0,227384
1,070000;0,252234
1,080000;0,278576
1,090000;0,306423
1,100000;0,335789
1,110000;0,366682
1,120000;0,399113
1,130000;0,433088
1,140000;0,468614
1,150000;0,505697
1,160000;0,544341
1,170000;0,584548
1,180000;0,626321
1,190000;0,669661
1,200000;0,714568
1,210000;0,761042
1,220000;0,809082
1,230000;0,858686
1,240000;0,909851
1,250000;0,962574
1,260000;1,016851
1,270000;1,072679
1,280000;1,130052
1,290000;1,188965
1,300000;1,249412
1,310000;1,311388
1,320000;1,374886
1,330000;1,439899
1,340000;1,506421
1,350000;1,574443
1,360000;1,643958
1,370000;1,714958
1,380000;1,787436
1,390000;1,861382
1,400000;1,936788
1,410000;2,013645
1,420000;2,091945
1,430000;2,171678
1,440000;2,252836
1,450000;2,335408
1,460000;2,419386
1,470000;2,504759
1,480000;2,591519
1,490000;2,679654
1,500000;2,769157
1,510000;2,860016
1,520000;2,952222
1,530000;3,045765
1,540000;3,140634
1,550000;3,236821
1,560000;3,334314
1,570000;3,433105
1,580000;3,533181
1,590000;3,634535
1,600000;3,737154
1,610000;3,841031
1,620000;3,946153
1,630000;4,052512
1,640000;4,160097
1,650000;4,268898
1,660000;4,378905
1,670000;4,490109
1,680000;4,602499
1,690000;4,716065
1,700000;4,830798
1,710000;4,946688
1,720000;5,063725
1,730000;5,181898
1,740000;5,301200
1,750000;5,421619
1,760000;5,543149
1,770000;5,665775
1,780000;5,789491
1,790000;5,914287
1,800000;6,040153
1,810000;6,167080
1,820000;6,295059
1,830000;6,424081
1,840000;6,554136
1,850000;6,685216
1,860000;6,817311
1,870000;6,950413
1,880000;7,084513
1,890000;7,219601
1,900000;7,355669
1,910000;7,492709
1,920000;7,630711
1,930000;7,769668
1,940000;7,909570
1,950000;8,050409
1,960000;8,192178
1,970000;8,334866
1,980000;8,478468
1,990000;8,622973
2,000000;8,768374
2,010000;8,914664
2,020000;9,061833
2,030000;9,209875
2,040000;9,358781
2,050000;9,508543
2,060000;9,659155
2,070000;9,810607
2,080000;9,962893
2,090000;10,116006
2,100000;10,269944
2,110000;10,424686
2,120000;10,580233
2,130000;10,736577
2,140000;10,893710
2,150000;11,051626
2,160000;11,210317
2,170000;11,369776
2,180000;11,529997
2,190000;11,690973
2,200000;11,852697
2,210000;12,015161
2,220000;12,178360
2,230000;12,342286
2,240000;12,506934
