-5,600000;5,310920
-5,590000;4,018022
-5,580000;3,042488
-5,570000;2,305723
-5,560000;1,748781
-5,550000;1,327400
-5,540000;1,008310
-5,530000;0,766480
-5,520000;0,583054
-5,510000;0,443817
-5,500000;0,338044
-5,490000;0,257631
-5,480000;0,196455
-5,470000;0,149882
-5,460000;0,114403
-5,450000;0,087358
-5,440000;0,066730
-5,430000;0,050988
-5,420000;0,038969
-5,410000;0,029787
-5,400000;0,022771
-5,390000;0,017407
-5,380000;0,013306
-5,370000;0,010168
-5,360000;0,007769
-5,350000;0,005933
-5,340000;0,004529
-5,330000;0,003455
-5,320000;0,002633
-5,310000;0,002005
-5,300000;0,001525
-5,290000;0,001159
-5,280000;0,000879
-5,270000;0,000666
-5,260000;0,000504
-5,250000;0,000380
-5,240000;0,000286
-5,230000;0,000215
-5,220000;0,000161
-5,210000;0,000121
-5,200000;0,000090
-5,190000;0,000067
-5,180000;0,000049
-5,170000;0,000036
-5,160000;0,000027
-5,150000;0,000019
-5,140000;0,000014
-5,130000;0,000010
-5,120000;0,000007
-5,110000;0,000005
-5,100000;0,000004
-5,090000;0,000003
-5,080000;0,000002
-5,070000;0,000001
-5,060000;0,000001
-5,050000;0,000001
-5,040000;0,000000
-5,030000;0,000000
-5,020000;0,000000
-5,010000;0,000000
-5,000000;0,000000
-4,990000;0,000000
-4,980000;0,000000
-4,970000;0,000000
-4,960000;0,000000
-4,950000;0,000000
-4,940000;0,000000
-4,930000;0,000000
-4,920000;0,000000
-4,910000;0,000000
-4,900000;0,000000
-4,890000;0,000000
-4,880000;0,000000
-4,870000;0,000000
-4,860000;0,000000
-4,850000;0,000000
-4,840000;0,000000
-4,830000;0,000000
-4,820000;0,000000
-4,810000;0,000000
-4,800000;0,000000
-4,790000;0,000000
-4,780000;0,000000
-4,770000;0,000000
-4,760000;0,000000
-4,750000;0,000000
-4,740000;0,000000
-4,730000;0,000000
-4,720000;0,000000
-4,710000;-0,000000
-4,700000;-0,000000
-4,690000;-0,000000
-4,680000;-0,000000
-4,670000;-0,000000
-4,660000;-0,000000
-4,650000;-0,000000
-4,640000;-0,000000
-4,630000;-0,000000
-4,620000;-0,000000
-4,610000;-0,000000
-4,600000;-0,000000
-4,590000;-0,000000
-4,580000;-0,000000
-4,570000;-0,000000
-4,560000;-0,000000
-4,550000;-0,000000
-4,540000;-0,000000
-4,530000;-0,000000
-4,520000;-0,000000
-4,510000;-0,000000
-4,500000;-0,000000
-4,490000;-0,000000
-4,480000;-0,000000
-4,470000;-0,000000
-4,460000;-0,000000
-4,450000;-0,000000
-4,440000;-0,000000
-4,430000;-0,000000
-4,420000;-0,000000
-4,410000;-0,000000
-4,400000;-0,000000
-4,390000;-0,000000
-4,380000;-0,000001
-4,370000;-0,000001
-4,360000;-0,000001
-4,350000;-0,000002
-4,340000;-0,000003
-4,330000;-0,000004
-4,320000;-0,000006
-4,310000;-0,000008
-4,300000;-0,000010
-4,290000;-0,000014
-4,280000;-0,000018
-4,270000;-0,000024
-4,260000;-0,000031
-4,250000;-0,000040
-4,240000;-0,000051
-4,230000;-0,000065
-4,220000;-0,000082
-4,210000;-0,000103
-4,200000;-0,000127
-4,190000;-0,000157
-4,180000;-0,000191
-4,170000;-0,000230
-4,160000;-0,000275
-4,150000;-0,000325
-4,140000;-0,000381
-4,130000;-0,000442
-4,120000;-0,000506
-4,110000;-0,000573
-4,100000;-0,000639
-4,090000;-0,000704
-4,080000;-0,000761
-4,070000;-0,000809
-4,060000;-0,000841
-4,050000;-0,000853
-4,040000;-0,000840
-4,030000;-0,000799
-4,020000;-0,000726
-4,010000;-0,000623
-4,000000;-0,000495
-3,990000;-0,000353
-3,980000;-0,000213
-3,970000;-0,000097
-3,960000;-0,000024
-3,950000;-0,000000
-3,940000;0,000006
-3,930000;0,000120
-3,920000;0,000647
-3,910000;0,002237
-3,900000;0,006162
-3,890000;0,014784
-3,880000;0,032346
-3,870000;0,066281
-3,860000;0,129366
-3,850000;0,243276
-3,840000;0,444420
-3,830000;0,793517
